player,tm,opp,res,mp,fg,fga,fg_pct,3p,3pa,3p_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,game_date,game_id,matchup_id,is_home,won
CJ McCollum,WAS,MIL,L,29.1,4,14,0.286,0,6,0.0,1,1,1.0,2,4,6,3,0,0,0,1,9,5.1,2025-10-22,20251022_CJ_McCollum_WAS_MIL,20251022_MIL_WAS,,0
Cade Cunningham,DET,CHI,L,34.265,8,24,0.333,1,6,0.167,6,10,0.6,2,5,7,10,1,0,3,6,23,13.300000000000004,2025-10-22,20251022_Cade_Cunningham_DET_CHI,20251022_CHI_DET,,0
Caleb Martin,DAL,SAS,L,4.066666666666666,0,1,0.0,0,0,0.0,0,0,0.0,1,0,1,1,0,0,1,0,0,-0.3,2025-10-22,20251022_Caleb_Martin_DAL_SAS,20251022_DAL_SAS,,0
Cam Christie,LAC,UTA,L,8.183333333333334,1,4,0.25,1,2,0.5,2,2,1.0,1,1,2,1,0,0,0,0,5,4.300000000000001,2025-10-22,20251022_Cam_Christie_LAC_UTA,20251022_LAC_UTA,,0
Cam Spencer,MEM,NOP,W,12.235,2,4,0.5,2,3,0.667,1,2,0.5,0,0,0,2,0,0,0,0,7,6.0,2025-10-22,20251022_Cam_Spencer_MEM_NOP,20251022_MEM_NOP,,1
Cam Thomas,BKN,CHA,L,24.066666666666663,2,9,0.222,0,2,0.0,11,13,0.846,0,1,1,2,0,1,2,2,15,8.299999999999999,2025-10-22,20251022_Cam_Thomas_BKN_CHA,20251022_BKN_CHA,,0
Cam Whitmore,WAS,MIL,L,19.45,6,12,0.5,1,5,0.2,1,1,1.0,2,3,5,1,0,0,0,1,14,10.6,2025-10-22,20251022_Cam_Whitmore_WAS_MIL,20251022_MIL_WAS,,0
Caris LeVert,DET,CHI,L,21.451666666666668,3,7,0.429,1,3,0.333,1,2,0.5,0,1,1,2,1,0,1,1,8,5.199999999999999,2025-10-22,20251022_Caris_LeVert_DET_CHI,20251022_CHI_DET,,0
Carter Bryant,SAS,DAL,W,9.266666666666667,0,2,0.0,0,1,0.0,0,0,0.0,0,2,2,0,0,0,0,0,0,-0.7999999999999999,2025-10-22,20251022_Carter_Bryant_SAS_DAL,20251022_DAL_SAS,,1
Cedric Coward,MEM,NOP,W,22.218333333333334,5,5,1.0,0,0,0.0,4,4,1.0,0,3,3,1,2,1,0,2,14,16.0,2025-10-22,20251022_Cedric_Coward_MEM_NOP,20251022_MEM_NOP,,1
Chris Boucher,BOS,PHI,L,15.833333333333334,2,4,0.5,0,2,0.0,2,2,1.0,0,4,4,1,1,0,0,0,6,6.9,2025-10-22,20251022_Chris_Boucher_BOS_PHI,20251022_BOS_PHI,,0
Chris Paul,LAC,UTA,L,14.966666666666669,1,5,0.2,1,4,0.25,1,1,1.0,1,0,1,4,1,0,1,2,4,3.6000000000000005,2025-10-22,20251022_Chris_Paul_LAC_UTA,20251022_LAC_UTA,,0
Cody Williams,UTA,LAC,W,2.4,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22,20251022_Cody_Williams_UTA_LAC,20251022_LAC_UTA,,1
Cole Anthony,MIL,WAS,W,11.95,4,5,0.8,1,2,0.5,0,0,0.0,0,2,2,5,0,1,1,5,9,8.899999999999999,2025-10-22,20251022_Cole_Anthony_MIL_WAS,20251022_MIL_WAS,,1
Collin Gillespie,PHX,SAC,W,22.33833333333333,3,9,0.333,1,4,0.25,0,0,0.0,2,0,2,4,1,1,0,2,7,6.999999999999999,2025-10-22,20251022_Collin_Gillespie_PHX_SAC,20251022_PHX_SAC,,1
Collin Sexton,CHA,BKN,W,17.183333333333334,4,9,0.444,1,2,0.5,6,7,0.857,0,1,1,3,1,0,1,2,15,11.5,2025-10-22,20251022_Collin_Sexton_CHA_BKN,20251022_BKN_CHA,,1
Cooper Flagg,DAL,SAS,L,31.53333333333333,4,13,0.308,0,1,0.0,2,2,1.0,1,9,10,0,1,0,3,3,10,2.7,2025-10-22,20251022_Cooper_Flagg_DAL_SAS,20251022_DAL_SAS,,0
Corey Kispert,WAS,MIL,L,18.03333333333333,4,8,0.5,3,7,0.429,0,0,0.0,0,1,1,1,0,1,1,0,11,7.699999999999999,2025-10-22,20251022_Corey_Kispert_WAS_MIL,20251022_MIL_WAS,,0
Craig Porter Jr.,CLE,NYK,L,6.716666666666667,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,0,0,0,1,2,1.2999999999999998,2025-10-22,20251022_Craig_Porter_Jr._CLE_NYK,20251022_CLE_NYK,,0
D'Angelo Russell,DAL,SAS,L,15.066666666666666,1,6,0.167,0,1,0.0,4,6,0.667,0,2,2,3,0,0,1,2,6,2.3000000000000007,2025-10-22,20251022_D'Angelo_Russell_DAL_SAS,20251022_DAL_SAS,,0
Dalen Terry,CHI,DET,W,6.333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,-0.7,2025-10-22,20251022_Dalen_Terry_CHI_DET,20251022_CHI_DET,,1
Dario Šarić,SAC,PHX,L,7.466666666666667,0,2,0.0,0,0,0.0,0,0,0.0,1,2,3,0,0,0,0,0,0,-0.0999999999999999,2025-10-22,20251022_Dario_Šarić_SAC_PHX,20251022_PHX_SAC,,0
David Jones Garcia,SAS,DAL,W,4.066666666666666,2,2,1.0,0,0,0.0,1,1,1.0,1,0,1,2,0,0,0,2,5,5.7,2025-10-22,20251022_David_Jones_Garcia_SAS_DAL,20251022_DAL_SAS,,1
Davion Mitchell,MIA,ORL,L,34.766666666666666,7,15,0.467,2,6,0.333,0,0,0.0,2,4,6,12,2,1,1,4,16,19.399999999999995,2025-10-22,20251022_Davion_Mitchell_MIA_ORL,20251022_MIA_ORL,,0
Day'Ron Sharpe,BKN,CHA,L,14.066666666666666,6,7,0.857,1,2,0.5,1,2,0.5,1,3,4,0,1,2,5,5,14,8.1,2025-10-22,20251022_Day'Ron_Sharpe_BKN_CHA,20251022_BKN_CHA,,0
DeMar DeRozan,SAC,PHX,L,37.41666666666666,12,17,0.706,1,2,0.5,4,9,0.444,2,4,6,9,2,1,1,2,29,29.7,2025-10-22,20251022_DeMar_DeRozan_SAC_PHX,20251022_PHX_SAC,,0
Dean Wade,CLE,NYK,L,28.11833333333333,3,3,1.0,3,3,1.0,1,2,0.5,0,2,2,0,1,1,0,4,10,9.4,2025-10-22,20251022_Dean_Wade_CLE_NYK,20251022_CLE_NYK,,0
Deni Avdija,POR,MIN,L,32.983333333333334,6,16,0.375,0,6,0.0,8,10,0.8,0,7,7,1,0,1,2,2,20,11.099999999999996,2025-10-22,20251022_Deni_Avdija_POR_MIN,20251022_MIN_POR,,0
Dennis Schröder,SAC,PHX,L,29.73333333333333,6,13,0.462,2,4,0.5,0,0,0.0,0,1,1,7,2,1,4,3,14,9.999999999999996,2025-10-22,20251022_Dennis_Schröder_SAC_PHX,20251022_PHX_SAC,,0
Dereck Lively II,DAL,SAS,L,10.313333333333333,1,2,0.5,0,0,0.0,2,2,1.0,1,1,2,3,0,0,1,5,4,3.1,2025-10-22,20251022_Dereck_Lively_II_DAL_SAS,20251022_DAL_SAS,,0
Derik Queen,NOP,MEM,L,14.5,1,4,0.25,0,1,0.0,1,2,0.5,1,4,5,0,0,1,0,3,3,1.5999999999999996,2025-10-22,20251022_Derik_Queen_NOP_MEM,20251022_MEM_NOP,,0
Derrick Jones Jr.,LAC,UTA,L,17.666666666666668,5,7,0.714,1,3,0.333,1,2,0.5,1,0,1,1,0,1,1,4,12,8.2,2025-10-22,20251022_Derrick_Jones_Jr._LAC_UTA,20251022_LAC_UTA,,0
Derrick White,BOS,PHI,L,35.416666666666664,7,20,0.35,4,13,0.308,7,7,1.0,0,3,3,4,1,1,0,1,25,18.8,2025-10-22,20251022_Derrick_White_BOS_PHI,20251022_BOS_PHI,,0
Desmond Bane,ORL,MIA,W,32.516666666666666,7,18,0.389,3,6,0.5,6,6,1.0,0,4,4,3,0,2,4,4,23,12.299999999999995,2025-10-22,20251022_Desmond_Bane_ORL_MIA,20251022_MIA_ORL,,1
Devin Booker,PHX,SAC,W,36.365,10,19,0.526,1,3,0.333,10,15,0.667,2,3,5,3,1,0,6,5,31,17.1,2025-10-22,20251022_Devin_Booker_PHX_SAC,20251022_PHX_SAC,,1
Devin Vassell,SAS,DAL,W,30.933333333333334,6,14,0.429,1,4,0.25,0,1,0.0,1,2,3,4,2,0,0,0,13,11.3,2025-10-22,20251022_Devin_Vassell_SAS_DAL,20251022_DAL_SAS,,1
Dillon Brooks,PHX,SAC,W,33.895,9,24,0.375,1,8,0.125,3,3,1.0,1,3,4,3,2,1,2,5,22,11.200000000000005,2025-10-22,20251022_Dillon_Brooks_PHX_SAC,20251022_PHX_SAC,,1
Dominick Barlow,PHI,BOS,W,34.4,4,8,0.5,0,3,0.0,5,6,0.833,5,3,8,5,0,1,2,3,13,14.0,2025-10-22,20251022_Dominick_Barlow_PHI_BOS,20251022_BOS_PHI,,1
Donovan Clingan,POR,MIN,L,30.011666666666667,3,5,0.6,2,4,0.5,0,0,0.0,2,4,6,1,2,1,1,3,8,9.499999999999996,2025-10-22,20251022_Donovan_Clingan_POR_MIN,20251022_MIN_POR,,0
Donovan Mitchell,CLE,NYK,L,35.88166666666667,12,25,0.48,2,9,0.222,5,5,1.0,0,2,2,5,2,1,3,2,31,21.3,2025-10-22,20251022_Donovan_Mitchell_CLE_NYK,20251022_CLE_NYK,,0
Donte DiVincenzo,MIN,POR,W,20.366666666666667,3,6,0.5,1,3,0.333,0,0,0.0,0,4,4,2,2,2,6,1,7,3.6,2025-10-22,20251022_Donte_DiVincenzo_MIN_POR,20251022_MIN_POR,,1
Drake Powell,BKN,CHA,L,7.2,1,1,1.0,0,0,0.0,0,0,0.0,0,2,2,0,0,0,1,4,2,-0.3000000000000002,2025-10-22,20251022_Drake_Powell_BKN_CHA,20251022_BKN_CHA,,0
Drew Eubanks,SAC,PHX,L,21.9,1,4,0.25,0,0,0.0,2,4,0.5,1,3,4,0,2,4,2,1,4,4.8,2025-10-22,20251022_Drew_Eubanks_SAC_PHX,20251022_PHX_SAC,,0
Dru Smith,MIA,ORL,L,13.233333333333333,1,4,0.25,0,1,0.0,0,0,0.0,0,1,1,5,1,0,1,2,2,2.6000000000000005,2025-10-22,20251022_Dru_Smith_MIA_ORL,20251022_MIA_ORL,,0
Duncan Robinson,DET,CHI,L,32.36666666666667,1,7,0.143,0,5,0.0,0,0,0.0,0,0,0,0,0,0,1,3,2,-4.699999999999999,2025-10-22,20251022_Duncan_Robinson_DET_CHI,20251022_CHI_DET,,0
Dwight Powell,DAL,SAS,L,7.87,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,1,2,0,-0.1,2025-10-22,20251022_Dwight_Powell_DAL_SAS,20251022_DAL_SAS,,0
Dylan Cardwell,SAC,PHX,L,14.616666666666667,1,4,0.25,0,0,0.0,1,2,0.5,1,0,1,0,1,2,0,5,3,1.2999999999999998,2025-10-22,20251022_Dylan_Cardwell_SAC_PHX,20251022_PHX_SAC,,0
Dylan Harper,SAS,DAL,W,22.683333333333334,7,14,0.5,1,2,0.5,0,2,0.0,1,3,4,2,0,0,4,5,15,4.200000000000003,2025-10-22,20251022_Dylan_Harper_SAS_DAL,20251022_DAL_SAS,,1
Dyson Daniels,ATL,TOR,L,22.73333333333333,2,4,0.5,0,1,0.0,0,0,0.0,1,2,3,2,2,0,3,5,4,1.700000000000001,2025-10-22,20251022_Dyson_Daniels_ATL_TOR,20251022_ATL_TOR,,0
Egor Dëmin,BKN,CHA,L,22.316666666666663,4,6,0.667,4,6,0.667,2,2,1.0,0,5,5,2,1,0,2,3,14,12.1,2025-10-22,20251022_Egor_Dëmin_BKN_CHA,20251022_BKN_CHA,,0
Evan Mobley,CLE,NYK,L,35.935,8,18,0.444,4,8,0.5,2,5,0.4,0,8,8,3,3,1,3,3,22,15.4,2025-10-22,20251022_Evan_Mobley_CLE_NYK,20251022_CLE_NYK,,0
Franz Wagner,ORL,MIA,W,35.5,9,17,0.529,2,5,0.4,4,6,0.667,0,4,4,6,2,0,2,5,24,18.3,2025-10-22,20251022_Franz_Wagner_ORL_MIA,20251022_MIA_ORL,,1
Gary Harris,MIL,WAS,W,1.7,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22,20251022_Gary_Harris_MIL_WAS,20251022_MIL_WAS,,1
Gary Trent Jr.,MIL,WAS,W,24.35,6,12,0.5,5,11,0.455,0,0,0.0,0,4,4,2,2,0,1,1,17,14.2,2025-10-22,20251022_Gary_Trent_Jr._MIL_WAS,20251022_MIL_WAS,,1
Giannis Antetokounmpo,MIL,WAS,W,26.75,16,26,0.615,1,3,0.333,4,7,0.571,2,12,14,5,0,0,2,4,37,28.9,2025-10-22,20251022_Giannis_Antetokounmpo_MIL_WAS,20251022_MIL_WAS,,1
Goga Bitadze,ORL,MIA,W,18.5,3,4,0.75,0,1,0.0,2,2,1.0,3,5,8,4,1,1,0,1,8,14.1,2025-10-22,20251022_Goga_Bitadze_ORL_MIA,20251022_MIA_ORL,,1
Gradey Dick,TOR,ATL,W,23.966666666666665,6,10,0.6,2,4,0.5,7,8,0.875,1,4,5,0,1,0,0,1,21,18.5,2025-10-22,20251022_Gradey_Dick_TOR_ATL,20251022_ATL_TOR,,1
Grayson Allen,PHX,SAC,W,35.59,6,12,0.5,3,7,0.429,3,3,1.0,1,4,5,7,1,0,4,3,18,14.599999999999998,2025-10-22,20251022_Grayson_Allen_PHX_SAC,20251022_PHX_SAC,,1
Guerschon Yabusele,NYK,CLE,W,12.033333333333331,0,2,0.0,0,1,0.0,0,0,0.0,1,0,1,0,0,0,0,1,0,-1.1,2025-10-22,20251022_Guerschon_Yabusele_NYK_CLE,20251022_CLE_NYK,,1
Harrison Barnes,SAS,DAL,W,30.3,3,7,0.429,1,3,0.333,0,0,0.0,0,2,2,1,0,0,2,2,7,1.7999999999999998,2025-10-22,20251022_Harrison_Barnes_SAS_DAL,20251022_DAL_SAS,,1
Harrison Ingram,SAS,DAL,W,4.066666666666666,1,1,1.0,1,1,1.0,0,0,0.0,1,0,1,0,0,0,0,0,3,3.4000000000000004,2025-10-22,20251022_Harrison_Ingram_SAS_DAL,20251022_DAL_SAS,,1
Herbert Jones,NOP,MEM,L,36.16833333333334,6,14,0.429,3,5,0.6,2,2,1.0,3,6,9,3,3,1,2,6,17,14.9,2025-10-22,20251022_Herbert_Jones_NOP_MEM,20251022_MEM_NOP,,0
Hunter Dickinson,NOP,MEM,L,4.715,1,2,0.5,0,0,0.0,0,0,0.0,0,0,0,0,0,1,2,2,2,-1.1,2025-10-22,20251022_Hunter_Dickinson_NOP_MEM,20251022_MEM_NOP,,0
Immanuel Quickley,TOR,ATL,W,28.7,5,12,0.417,0,7,0.0,3,4,0.75,0,4,4,8,1,0,3,3,13,9.8,2025-10-22,20251022_Immanuel_Quickley_TOR_ATL,20251022_ATL_TOR,,1
Isaac Okoro,CHI,DET,W,22.516666666666666,0,2,0.0,0,0,0.0,0,0,0.0,1,4,5,4,0,0,2,5,0,-0.7000000000000002,2025-10-22,20251022_Isaac_Okoro_CHI_DET,20251022_CHI_DET,,1
Isaiah Stewart,DET,CHI,L,24.89666666666667,8,14,0.571,2,2,1.0,2,2,1.0,5,5,10,2,0,4,0,3,20,21.4,2025-10-22,20251022_Isaiah_Stewart_DET_CHI,20251022_CHI_DET,,0
Ivica Zubac,LAC,UTA,L,27.183333333333334,9,13,0.692,0,0,0.0,1,1,1.0,3,4,7,3,0,1,2,0,19,17.599999999999998,2025-10-22,20251022_Ivica_Zubac_LAC_UTA,20251022_LAC_UTA,,0
Ja Morant,MEM,NOP,W,28.68166666666667,13,20,0.65,2,6,0.333,7,8,0.875,0,3,3,3,1,0,2,2,35,27.000000000000004,2025-10-22,20251022_Ja_Morant_MEM_NOP,20251022_MEM_NOP,,1
Jabari Walker,PHI,BOS,W,18.95,3,4,0.75,0,1,0.0,0,0,0.0,2,2,4,0,0,0,0,3,6,5.2,2025-10-22,20251022_Jabari_Walker_PHI_BOS,20251022_BOS_PHI,,1
Jaden Hardy,DAL,SAS,L,7.25,1,3,0.333,1,2,0.5,0,0,0.0,0,1,1,0,0,0,0,1,3,1.2000000000000002,2025-10-22,20251022_Jaden_Hardy_DAL_SAS,20251022_DAL_SAS,,0
Jaden McDaniels,MIN,POR,W,28.98333333333333,6,12,0.5,3,4,0.75,3,4,0.75,0,5,5,2,1,3,3,4,18,13.0,2025-10-22,20251022_Jaden_McDaniels_MIN_POR,20251022_MIN_POR,,1
Jaime Jaquez Jr.,MIA,ORL,L,29.815,6,7,0.857,0,1,0.0,1,2,0.5,1,5,6,1,2,0,2,3,13,11.799999999999995,2025-10-22,20251022_Jaime_Jaquez_Jr._MIA_ORL,20251022_MIA_ORL,,0
Jakob Poeltl,TOR,ATL,W,22.366666666666667,7,8,0.875,0,0,0.0,0,1,0.0,3,3,6,2,0,1,2,6,14,11.5,2025-10-22,20251022_Jakob_Poeltl_TOR_ATL,20251022_ATL_TOR,,1
Jalen Brunson,NYK,CLE,W,34.385,5,18,0.278,1,9,0.111,12,13,0.923,0,4,4,5,0,0,2,3,23,13.5,2025-10-22,20251022_Jalen_Brunson_NYK_CLE,20251022_CLE_NYK,,1
Jalen Duren,DET,CHI,L,19.75333333333333,7,12,0.583,0,0,0.0,1,2,0.5,4,2,6,1,1,2,1,4,15,12.9,2025-10-22,20251022_Jalen_Duren_DET_CHI,20251022_CHI_DET,,0
Jalen Johnson,ATL,TOR,L,34.815,7,13,0.538,0,2,0.0,8,10,0.8,0,7,7,8,1,1,3,1,22,20.9,2025-10-22,20251022_Jalen_Johnson_ATL_TOR,20251022_ATL_TOR,,0
Jalen Smith,CHI,DET,W,13.633333333333333,0,7,0.0,0,5,0.0,2,2,1.0,1,4,5,1,0,0,0,1,2,-0.6999999999999994,2025-10-22,20251022_Jalen_Smith_CHI_DET,20251022_CHI_DET,,1
Jalen Suggs,ORL,MIA,W,16.5,6,7,0.857,2,3,0.667,0,0,0.0,0,4,4,2,2,0,2,3,14,12.9,2025-10-22,20251022_Jalen_Suggs_ORL_MIA,20251022_MIA_ORL,,1
Jalen Wilson,BKN,CHA,L,14.7,3,5,0.6,2,4,0.5,0,0,0.0,0,0,0,0,0,0,1,1,8,4.299999999999999,2025-10-22,20251022_Jalen_Wilson_BKN_CHA,20251022_BKN_CHA,,0
Jamal Shead,TOR,ATL,W,19.3,3,5,0.6,1,2,0.5,3,4,0.75,1,1,2,5,1,0,2,1,10,10.4,2025-10-22,20251022_Jamal_Shead_TOR_ATL,20251022_ATL_TOR,,1
James Harden,LAC,UTA,L,29.183333333333334,5,12,0.417,2,9,0.222,3,4,0.75,0,2,2,11,0,0,2,1,15,14.1,2025-10-22,20251022_James_Harden_LAC_UTA,20251022_LAC_UTA,,0
Jamison Battle,TOR,ATL,W,9.083333333333334,1,3,0.333,0,2,0.0,0,0,0.0,1,2,3,0,0,0,0,0,2,1.6,2025-10-22,20251022_Jamison_Battle_TOR_ATL,20251022_ATL_TOR,,1
Jaren Jackson Jr.,MEM,NOP,W,26.62,7,14,0.5,0,4,0.0,4,4,1.0,2,6,8,1,0,6,5,6,18,11.700000000000005,2025-10-22,20251022_Jaren_Jackson_Jr._MEM_NOP,20251022_MEM_NOP,,1
Jarrett Allen,CLE,NYK,L,28.20833333333333,1,4,0.25,0,0,0.0,2,4,0.5,0,4,4,1,2,0,1,0,4,3.7,2025-10-22,20251022_Jarrett_Allen_CLE_NYK,20251022_CLE_NYK,,0
Javon Small,MEM,NOP,W,19.31833333333333,0,2,0.0,0,2,0.0,0,0,0.0,0,0,0,3,0,1,1,0,0,0.3999999999999997,2025-10-22,20251022_Javon_Small_MEM_NOP,20251022_MEM_NOP,,1
Javonte Green,DET,CHI,L,9.516666666666667,0,2,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,1,0,0,0,0.3,2025-10-22,20251022_Javonte_Green_DET_CHI,20251022_CHI_DET,,0
Jaylen Brown,BOS,PHI,L,36.23333333333333,9,18,0.5,2,4,0.5,5,6,0.833,0,6,6,4,0,0,2,4,25,16.599999999999998,2025-10-22,20251022_Jaylen_Brown_BOS_PHI,20251022_BOS_PHI,,0
Jaylen Clark,MIN,POR,W,16.463333333333335,1,5,0.2,0,2,0.0,0,0,0.0,2,2,4,3,2,0,1,2,2,3.2,2025-10-22,20251022_Jaylen_Clark_MIN_POR,20251022_MIN_POR,,1
Jaylen Wells,MEM,NOP,W,27.531666666666663,4,8,0.5,4,8,0.5,2,5,0.4,0,3,3,4,1,0,2,3,14,10.3,2025-10-22,20251022_Jaylen_Wells_MEM_NOP,20251022_MEM_NOP,,1
Jaylon Tyson,CLE,NYK,L,20.216666666666665,2,4,0.5,1,3,0.333,0,0,0.0,1,1,2,1,0,1,2,4,5,1.8000000000000005,2025-10-22,20251022_Jaylon_Tyson_CLE_NYK,20251022_CLE_NYK,,0
Jerami Grant,POR,MIN,L,27.766666666666666,10,14,0.714,4,7,0.571,5,6,0.833,0,3,3,1,0,1,1,3,29,22.9,2025-10-22,20251022_Jerami_Grant_POR_MIN,20251022_MIN_POR,,0
Jeremiah Fears,NOP,MEM,L,18.316666666666663,7,10,0.7,0,1,0.0,3,3,1.0,0,0,0,2,0,0,2,2,17,11.4,2025-10-22,20251022_Jeremiah_Fears_NOP_MEM,20251022_MEM_NOP,,0
Jericho Sims,MIL,WAS,W,1.7,0,0,0.0,0,0,0.0,2,2,1.0,0,0,0,0,0,0,0,0,2,2.0,2025-10-22,20251022_Jericho_Sims_MIL_WAS,20251022_MIL_WAS,,1
Jock Landale,MEM,NOP,W,25.348333333333333,3,7,0.429,1,3,0.333,3,4,0.75,2,2,4,0,0,2,1,6,10,5.899999999999999,2025-10-22,20251022_Jock_Landale_MEM_NOP,20251022_MEM_NOP,,1
Joel Embiid,PHI,BOS,W,20.3,1,9,0.111,0,4,0.0,2,2,1.0,1,5,6,2,0,1,0,2,4,1.6000000000000003,2025-10-22,20251022_Joel_Embiid_PHI_BOS,20251022_BOS_PHI,,1
John Collins,LAC,UTA,L,27.85,6,12,0.5,1,2,0.5,1,2,0.5,3,4,7,1,1,2,2,1,14,11.599999999999998,2025-10-22,20251022_John_Collins_LAC_UTA,20251022_LAC_UTA,,0
John Konchar,MEM,NOP,W,7.635,0,0,0.0,0,0,0.0,0,0,0.0,0,3,3,1,0,0,1,0,0,0.5999999999999999,2025-10-22,20251022_John_Konchar_MEM_NOP,20251022_MEM_NOP,,1
Jonathan Isaac,ORL,MIA,W,7.033333333333333,0,1,0.0,0,1,0.0,0,0,0.0,0,1,1,0,1,0,0,0,0,0.6000000000000001,2025-10-22,20251022_Jonathan_Isaac_ORL_MIA,20251022_MIA_ORL,,1
Jonathan Mogbo,TOR,ATL,W,10.766666666666667,2,4,0.5,0,0,0.0,0,0,0.0,1,3,4,0,0,0,0,1,4,3.2,2025-10-22,20251022_Jonathan_Mogbo_TOR_ATL,20251022_ATL_TOR,,1
Jordan Clarkson,NYK,CLE,W,13.151666666666667,2,7,0.286,0,2,0.0,0,0,0.0,1,0,1,1,0,0,0,2,4,0.5000000000000002,2025-10-22,20251022_Jordan_Clarkson_NYK_CLE,20251022_CLE_NYK,,1
Jordan Hawkins,NOP,MEM,L,17.015,2,2,1.0,2,2,1.0,2,2,1.0,0,4,4,1,0,0,1,1,8,7.899999999999999,2025-10-22,20251022_Jordan_Hawkins_NOP_MEM,20251022_MEM_NOP,,0
Jordan McLaughlin,SAS,DAL,W,8.133333333333333,1,2,0.5,0,1,0.0,0,0,0.0,0,0,0,1,1,0,0,1,2,2.3000000000000003,2025-10-22,20251022_Jordan_McLaughlin_SAS_DAL,20251022_DAL_SAS,,1
Jordan Poole,NOP,MEM,L,31.216666666666665,6,14,0.429,3,7,0.429,2,2,1.0,0,0,0,2,0,0,0,3,17,9.8,2025-10-22,20251022_Jordan_Poole_NOP_MEM,20251022_MEM_NOP,,0
Josh Giddey,CHI,DET,W,28.8,5,12,0.417,1,2,0.5,8,11,0.727,1,4,5,11,0,1,6,5,19,13.7,2025-10-22,20251022_Josh_Giddey_CHI_DET,20251022_CHI_DET,,1
Josh Minott,BOS,PHI,L,14.185,1,1,1.0,0,0,0.0,0,0,0.0,2,0,2,2,0,0,0,4,2,2.9,2025-10-22,20251022_Josh_Minott_BOS_PHI,20251022_BOS_PHI,,0
Jrue Holiday,POR,MIN,L,33.06666666666667,5,15,0.333,1,7,0.143,3,4,0.75,0,6,6,7,3,0,4,3,14,9.599999999999998,2025-10-22,20251022_Jrue_Holiday_POR_MIN,20251022_MIN_POR,,0
Julian Champagnie,SAS,DAL,W,25.405,1,3,0.333,1,2,0.5,2,3,0.667,1,3,4,2,1,0,0,1,5,6.5,2025-10-22,20251022_Julian_Champagnie_SAS_DAL,20251022_DAL_SAS,,1
Julius Randle,MIN,POR,W,37.333333333333336,7,13,0.538,3,5,0.6,2,4,0.5,1,6,7,6,2,1,0,3,19,20.1,2025-10-22,20251022_Julius_Randle_MIN_POR,20251022_MIN_POR,,1
Justin Champagnie,WAS,MIL,L,5.8133333333333335,0,3,0.0,0,1,0.0,0,0,0.0,3,0,3,1,0,0,0,1,0,0.2999999999999999,2025-10-22,20251022_Justin_Champagnie_WAS_MIL,20251022_MIL_WAS,,0
Justin Edwards,PHI,BOS,W,0.0966666666666666,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,2025-10-22,20251022_Justin_Edwards_PHI_BOS,20251022_BOS_PHI,,1
Jusuf Nurkić,UTA,LAC,W,16.933333333333334,4,9,0.444,0,3,0.0,0,0,0.0,1,3,4,3,2,0,1,1,8,7.6,2025-10-22,20251022_Jusuf_Nurkić_UTA_LAC,20251022_LAC_UTA,,1
Karl-Anthony Towns,NYK,CLE,W,30.991666666666667,5,12,0.417,1,4,0.25,8,9,0.889,1,10,11,2,0,0,3,4,19,12.7,2025-10-22,20251022_Karl-Anthony_Towns_NYK_CLE,20251022_CLE_NYK,,1
Kawhi Leonard,LAC,UTA,L,29.1,3,9,0.333,1,5,0.2,3,3,1.0,1,3,4,2,1,1,2,2,10,6.799999999999999,2025-10-22,20251022_Kawhi_Leonard_LAC_UTA,20251022_LAC_UTA,,0
Keaton Wallace,ATL,TOR,L,8.683333333333334,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,1,0,1,2,0,-0.8,2025-10-22,20251022_Keaton_Wallace_ATL_TOR,20251022_ATL_TOR,,0
Kel'el Ware,MIA,ORL,L,13.8,3,5,0.6,1,2,0.5,0,0,0.0,1,3,4,0,1,1,1,2,7,6.199999999999999,2025-10-22,20251022_Kel'el_Ware_MIA_ORL,20251022_MIA_ORL,,0
Keldon Johnson,SAS,DAL,W,24.65,5,6,0.833,1,1,1.0,0,0,0.0,2,3,5,2,1,0,0,2,11,12.7,2025-10-22,20251022_Keldon_Johnson_SAS_DAL,20251022_DAL_SAS,,1
Kelly Oubre Jr.,PHI,BOS,W,33.54666666666667,2,6,0.333,2,6,0.333,4,4,1.0,0,4,4,1,0,1,2,1,10,6.800000000000001,2025-10-22,20251022_Kelly_Oubre_Jr._PHI_BOS,20251022_BOS_PHI,,1
Kentavious Caldwell-Pope,MEM,NOP,W,30.711666666666662,2,8,0.25,2,7,0.286,9,9,1.0,0,4,4,3,0,0,3,3,15,9.3,2025-10-22,20251022_Kentavious_Caldwell-Pope_MEM_NOP,20251022_MEM_NOP,,1
