Player,Tm,Opp,Res,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,Data
Quinten Post,GSW,OKC,L,23,4,10,0.4,1,6,0.167,2,2,1.0,2,1,3,2,1,0,1,5,11,6.7,2026-01-02
Rasheer Fleming,PHX,SAC,W,6,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,1,0,1,0,-0.1,2026-01-02
Rayan Rupert,POR,NOP,W,14,1,3,0.333,1,3,0.333,0,0,,0,1,1,1,0,0,0,0,3,2.3,2026-01-02
Robert Williams III,POR,NOP,W,18,2,3,0.667,0,0,,0,0,,2,4,6,1,0,1,0,2,4,5.9,2026-01-02
Royce O'Neale,PHX,SAC,W,30,3,7,0.429,1,5,0.2,0,0,,0,5,5,2,2,3,0,3,7,9.1,2026-01-02
Russell Westbrook,SAC,PHX,L,26,6,12,0.5,1,3,0.333,4,5,0.8,6,3,9,6,1,0,4,3,17,15.7,2026-01-02
Ryan Dunn,PHX,SAC,W,18,1,2,0.5,0,1,0.0,1,2,0.5,0,4,4,1,0,1,2,3,3,1.0,2026-01-02
Ryan Rollins,MIL,CHA,W,37,11,13,0.846,6,7,0.857,1,1,1.0,1,3,4,8,3,1,1,3,29,33.0,2026-01-02
Santi Aldama,MEM,LAL,L,30,5,12,0.417,3,9,0.333,2,2,1.0,1,6,7,3,1,0,0,0,15,14.2,2026-01-02
Shaedon Sharpe,POR,NOP,W,31,9,18,0.5,1,6,0.167,4,4,1.0,2,3,5,1,0,0,3,1,23,13.6,2026-01-02
Shai Gilgeous-Alexander,OKC,GSW,W,28,10,20,0.5,3,5,0.6,7,7,1.0,0,1,1,7,0,0,3,1,30,21.8,2026-01-02
Sidy Cissoko,POR,NOP,W,20,2,7,0.286,1,4,0.25,0,0,,0,0,0,3,2,1,1,0,5,4.7,2026-01-02
Sion James,CHA,MIL,L,27,3,4,0.75,1,2,0.5,0,0,,1,5,6,3,1,0,0,1,7,10.3,2026-01-02
Spencer Jones,DEN,CLE,L,36,5,8,0.625,3,5,0.6,0,0,,1,5,6,1,0,2,1,3,13,11.5,2026-01-02
Stephon Castle,SAS,IND,W,33,6,17,0.353,1,3,0.333,6,7,0.857,1,7,8,8,2,0,3,4,19,14.9,2026-01-02
T.J. McConnell,IND,SAS,L,18,7,13,0.538,0,2,0.0,0,0,,0,2,2,3,2,0,1,1,14,11.0,2026-01-02
Taelon Peter,IND,SAS,L,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-02
Terance Mann,BKN,WAS,L,24,5,9,0.556,0,1,0.0,4,4,1.0,2,1,3,2,0,0,2,3,14,9.6,2026-01-02
Tidjane Salaün,CHA,MIL,L,22,4,5,0.8,2,3,0.667,2,2,1.0,0,4,4,1,0,1,0,3,12,11.5,2026-01-02
Tim Hardaway Jr.,DEN,CLE,L,28,6,14,0.429,3,9,0.333,0,0,,1,1,2,2,0,0,0,1,15,9.6,2026-01-02
Toumani Camara,POR,NOP,W,34,4,11,0.364,4,11,0.364,2,3,0.667,1,5,6,4,0,1,1,3,14,11.0,2026-01-02
Trayce Jackson-Davis,GSW,OKC,L,24,1,6,0.167,0,0,,5,6,0.833,5,4,9,3,1,1,1,3,7,9.1,2026-01-02
Tre Johnson,WAS,BKN,W,28,5,7,0.714,2,3,0.667,0,0,,0,5,5,1,2,0,2,1,12,10.9,2026-01-02
Tre Jones,CHI,ORL,W,29,2,7,0.286,0,3,0.0,2,2,1.0,0,0,0,5,1,0,2,2,6,3.6,2026-01-02
Trey Jemison III,NYK,ATL,L,5,0,0,,0,0,,0,0,,0,1,1,0,0,1,0,1,0,0.6,2026-01-02
Tristan da Silva,ORL,CHI,L,25,3,6,0.5,1,2,0.5,0,0,,1,2,3,1,1,0,2,1,7,4.6,2026-01-02
Tyler Kolek,NYK,ATL,L,17,3,5,0.6,0,1,0.0,0,0,,1,2,3,1,0,0,3,0,6,2.7,2026-01-02
Tyrese Martin,BKN,WAS,L,5,0,3,0.0,0,2,0.0,0,0,,0,2,2,1,0,0,1,0,0,-1.8,2026-01-02
Tyrese Proctor,CLE,DEN,W,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-02
Tyus Jones,ORL,CHI,L,18,0,1,0.0,0,1,0.0,0,0,,0,1,1,2,1,0,0,0,0,2.0,2026-01-02
Vít Krejčí,ATL,NYK,W,29,3,8,0.375,2,5,0.4,0,0,,2,2,4,1,1,0,1,3,8,5.1,2026-01-02
Wendell Carter Jr.,ORL,CHI,L,32,4,12,0.333,2,6,0.333,3,5,0.6,0,10,10,1,0,0,0,5,13,7.1,2026-01-02
Will Richard,GSW,OKC,L,27,5,15,0.333,2,6,0.333,1,1,1.0,3,2,5,1,1,0,1,0,13,7.9,2026-01-02
Will Riley,WAS,BKN,W,19,4,10,0.4,1,5,0.2,0,0,,1,2,3,4,0,1,3,0,9,5.4,2026-01-02
Yang Hansen,POR,NOP,W,2,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,1,0,0,-1.7,2026-01-02
Yves Missi,NOP,POR,L,21,2,4,0.5,0,0,,1,1,1.0,1,2,3,2,1,3,0,0,5,8.8,2026-01-02
Zaccharie Risacher,ATL,NYK,W,22,4,7,0.571,1,3,0.333,3,5,0.6,2,3,5,1,0,0,0,3,12,9.7,2026-01-02
Zeke Nnaji,DEN,CLE,L,24,3,6,0.5,1,4,0.25,6,6,1.0,0,5,5,0,1,0,0,1,13,12.1,2026-01-02
Ziaire Williams,BKN,WAS,L,24,4,9,0.444,3,6,0.5,3,3,1.0,0,1,1,1,3,2,2,0,14,12.7,2026-01-02
Zion Williamson,NOP,POR,L,31,15,26,0.577,0,0,,5,8,0.625,3,5,8,2,2,2,0,1,35,29.6,2026-01-02
Aaron Holiday,HOU,DAL,L,14,0,6,0.0,0,5,0.0,0,0,,0,0,0,1,3,1,0,3,0,-1.0,2026-01-03
Adem Bona,PHI,NYK,W,18,1,3,0.333,0,0,,0,0,,1,5,6,0,1,0,0,3,2,2.3,2026-01-03
Alijah Martin,TOR,ATL,W,1,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-03
Alperen Sengun,HOU,DAL,L,1,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,2026-01-03
Amen Thompson,HOU,DAL,L,39,8,18,0.444,0,3,0.0,4,4,1.0,6,6,12,4,3,1,2,2,20,20.3,2026-01-03
Andrew Wiggins,MIA,MIN,L,28,4,12,0.333,2,7,0.286,2,2,1.0,1,1,2,3,2,0,1,6,12,6.9,2026-01-03
Anfernee Simons,BOS,LAC,W,19,5,8,0.625,5,8,0.625,0,0,,1,2,3,4,0,0,0,0,15,15.5,2026-01-03
Anthony Davis,DAL,HOU,W,39,9,15,0.6,0,2,0.0,8,9,0.889,1,11,12,3,0,5,5,2,26,22.5,2026-01-03
Anthony Edwards,MIN,MIA,W,38,10,19,0.526,2,8,0.25,11,14,0.786,0,3,3,5,1,0,2,0,33,25.9,2026-01-03
Ariel Hukporti,NYK,PHI,L,5,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-03
Asa Newell,ATL,TOR,L,8,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,2,0,-0.1,2026-01-03
Ayo Dosunmu,CHI,CHA,L,28,7,12,0.583,2,5,0.4,0,0,,0,4,4,4,1,0,2,1,16,13.0,2026-01-03
Bam Adebayo,MIA,MIN,L,34,5,13,0.385,1,3,0.333,1,2,0.5,2,7,9,4,0,1,4,2,12,6.7,2026-01-03
Baylor Scheierman,BOS,LAC,W,3,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,1,0,-1.1,2026-01-03
Bones Hyland,MIN,MIA,W,21,2,6,0.333,0,4,0.0,0,0,,0,0,0,3,1,0,0,1,4,3.3,2026-01-03
Brandin Podziemski,GSW,UTA,W,24,2,7,0.286,1,4,0.25,1,2,0.5,1,5,6,8,0,0,0,1,6,8.9,2026-01-03
Brandon Ingram,TOR,ATL,W,34,11,15,0.733,1,2,0.5,6,6,1.0,1,8,9,1,2,2,3,2,29,26.3,2026-01-03
Brandon Miller,CHA,CHI,W,36,8,19,0.421,4,10,0.4,2,2,1.0,3,3,6,4,1,1,0,2,22,18.6,2026-01-03
Brandon Williams,DAL,HOU,W,24,7,10,0.7,1,1,1.0,0,1,0.0,1,6,7,3,1,0,3,5,15,11.0,2026-01-03
Brice Sensabaugh,UTA,GSW,L,27,5,8,0.625,2,4,0.5,0,0,,0,2,2,2,2,0,4,2,12,7.6,2026-01-03
Brook Lopez,LAC,BOS,L,13,2,6,0.333,2,5,0.4,0,0,,0,1,1,0,0,0,1,0,6,1.9,2026-01-03
Caleb Houstan,ATL,TOR,L,2,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2026-01-03
Caleb Love,POR,SAS,W,28,6,13,0.462,3,9,0.333,1,4,0.25,0,5,5,2,0,0,0,0,16,11.0,2026-01-03
Caleb Martin,DAL,HOU,W,7,1,2,0.5,0,0,,0,0,,0,0,0,0,1,0,0,2,2,1.2,2026-01-03
Cam Christie,LAC,BOS,L,6,1,3,0.333,0,1,0.0,0,0,,0,1,1,0,0,0,0,0,2,0.6,2026-01-03
Carter Bryant,SAS,POR,L,5,0,2,0.0,0,1,0.0,2,2,1.0,0,1,1,0,0,0,0,0,2,0.9,2026-01-03
Clint Capela,HOU,DAL,L,27,4,8,0.5,0,0,,0,2,0.0,5,3,8,2,5,2,1,1,8,14.0,2026-01-03
Cody Williams,UTA,GSW,L,13,3,4,0.75,0,0,,0,0,,2,1,3,0,0,0,0,2,6,5.3,2026-01-03
Collin Murray-Boyles,TOR,ATL,W,26,3,5,0.6,0,0,,0,0,,1,2,3,2,0,1,1,3,6,4.9,2026-01-03
Collin Sexton,CHA,CHI,W,20,3,7,0.429,0,1,0.0,7,9,0.778,1,1,2,3,2,0,2,1,13,11.2,2026-01-03
Cooper Flagg,DAL,HOU,W,35,3,12,0.25,0,2,0.0,4,4,1.0,0,7,7,6,2,1,2,2,10,9.0,2026-01-03
Dalen Terry,CHI,CHA,L,13,2,3,0.667,1,2,0.5,0,0,,0,0,0,0,0,0,0,3,5,2.5,2026-01-03
Daniel Gafford,DAL,HOU,W,19,4,5,0.8,0,0,,1,2,0.5,0,8,8,1,0,2,1,0,9,10.2,2026-01-03
Davion Mitchell,MIA,MIN,L,34,6,10,0.6,2,4,0.5,0,0,,0,3,3,6,0,0,4,3,14,9.3,2026-01-03
De'Aaron Fox,SAS,POR,L,35,7,14,0.5,2,4,0.5,3,4,0.75,1,5,6,4,3,0,0,4,19,18.0,2026-01-03
De'Anthony Melton,GSW,UTA,W,25,5,11,0.455,3,7,0.429,0,0,,2,5,7,2,2,0,1,2,13,11.8,2026-01-03
Deni Avdija,POR,SAS,W,39,9,22,0.409,3,6,0.5,8,11,0.727,3,7,10,10,0,1,2,2,29,25.1,2026-01-03
Derrick Jones Jr.,LAC,BOS,L,25,8,9,0.889,3,4,0.75,0,1,0.0,1,3,4,2,0,1,1,2,19,17.4,2026-01-03
Derrick White,BOS,LAC,W,37,10,20,0.5,5,12,0.417,4,5,0.8,3,1,4,7,1,2,3,2,29,24.5,2026-01-03
Dominick Barlow,PHI,NYK,W,14,2,2,1.0,0,0,,1,2,0.5,1,1,2,0,0,1,2,4,5,2.1,2026-01-03
Donovan Clingan,POR,SAS,W,34,9,12,0.75,3,5,0.6,3,6,0.5,6,6,12,4,0,0,0,5,24,24.8,2026-01-03
Donte DiVincenzo,MIN,MIA,W,31,5,13,0.385,1,8,0.125,0,0,,2,6,8,4,2,1,2,5,11,8.6,2026-01-03
Dorian Finney-Smith,HOU,DAL,L,16,1,3,0.333,1,3,0.333,0,0,,1,4,5,0,0,0,1,1,3,1.8,2026-01-03
Draymond Green,GSW,UTA,W,12,3,4,0.75,1,2,0.5,1,1,1.0,0,3,3,2,0,1,1,0,8,8.4,2026-01-03
Dru Smith,MIA,MIN,L,14,2,6,0.333,0,1,0.0,2,2,1.0,0,0,0,1,0,0,0,0,6,3.3,2026-01-03
Dylan Harper,SAS,POR,L,23,2,12,0.167,2,3,0.667,0,0,,1,2,3,3,1,2,0,2,6,3.4,2026-01-03
Dyson Daniels,ATL,TOR,L,34,9,13,0.692,0,1,0.0,2,2,1.0,1,4,5,12,2,2,1,3,20,26.0,2026-01-03
Gary Payton II,GSW,UTA,W,21,5,9,0.556,0,1,0.0,0,0,,4,4,8,2,1,1,3,1,10,9.4,2026-01-03
Gradey Dick,TOR,ATL,W,15,2,5,0.4,1,2,0.5,2,2,1.0,2,4,6,0,1,0,1,2,7,6.1,2026-01-03
Guerschon Yabusele,NYK,PHI,L,4,0,2,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,0,1,0,-1.5,2026-01-03
Gui Santos,GSW,UTA,W,8,0,2,0.0,0,1,0.0,0,0,,0,1,1,2,1,0,0,2,0,0.5,2026-01-03
Harrison Barnes,SAS,POR,L,32,5,11,0.455,2,7,0.286,2,2,1.0,1,3,4,1,0,0,2,1,14,8.2,2026-01-03
Hugo González,BOS,LAC,W,10,0,1,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,3,0,-1.9,2026-01-03
Immanuel Quickley,TOR,ATL,W,33,5,13,0.385,2,8,0.25,3,3,1.0,0,2,2,7,1,0,1,3,15,12.2,2026-01-03
Isaac Okoro,CHI,CHA,L,27,1,5,0.2,0,4,0.0,0,0,,0,2,2,1,1,0,1,3,2,-1.0,2026-01-03
Isaiah Collier,UTA,GSW,L,22,4,8,0.5,0,1,0.0,0,2,0.0,1,4,5,7,3,1,1,2,8,11.9,2026-01-03
Ivica Zubac,LAC,BOS,L,21,2,6,0.333,0,0,,0,0,,3,4,7,1,0,1,0,0,4,5.3,2026-01-03
Ja'Kobe Walter,TOR,ATL,W,17,1,2,0.5,1,1,1.0,2,2,1.0,0,2,2,1,0,0,0,4,5,3.7,2026-01-03
Jabari Smith Jr.,HOU,DAL,L,37,2,13,0.154,1,7,0.143,2,2,1.0,3,6,9,3,0,0,0,1,7,4.3,2026-01-03
Jabari Walker,PHI,NYK,W,9,2,4,0.5,0,0,,0,0,,1,2,3,0,0,0,0,1,4,2.9,2026-01-03
Jaden McDaniels,MIN,MIA,W,34,2,4,0.5,1,2,0.5,0,0,,0,2,2,3,2,2,2,3,5,5.9,2026-01-03
Jae'Sean Tate,HOU,DAL,L,6,1,2,0.5,1,2,0.5,0,0,,0,1,1,0,0,0,0,0,3,2.3,2026-01-03
Jaime Jaquez Jr.,MIA,MIN,L,10,3,5,0.6,0,0,,0,0,,1,2,3,1,1,0,1,1,6,5.3,2026-01-03
Jalen Brunson,NYK,PHI,L,35,10,21,0.476,2,4,0.5,9,12,0.75,0,4,4,4,0,0,4,1,31,18.7,2026-01-03
Jalen Johnson,ATL,TOR,L,37,10,21,0.476,4,9,0.444,6,9,0.667,2,5,7,9,0,0,4,1,30,22.9,2026-01-03
Jalen Smith,CHI,CHA,L,15,4,5,0.8,1,2,0.5,0,0,,2,3,5,1,0,3,1,0,9,11.2,2026-01-03
Jamal Shead,TOR,ATL,W,14,3,7,0.429,2,5,0.4,2,2,1.0,0,1,1,4,0,0,3,1,10,6.0,2026-01-03
James Harden,LAC,BOS,L,34,7,15,0.467,1,6,0.167,3,3,1.0,0,3,3,12,1,0,2,1,18,18.2,2026-01-03
Jared McCain,PHI,NYK,W,18,2,7,0.286,2,5,0.4,0,0,,0,2,2,1,0,1,0,1,6,3.5,2026-01-03
Jaylen Brown,BOS,LAC,W,35,18,26,0.692,6,10,0.6,8,10,0.8,1,2,3,5,0,0,2,3,50,39.8,2026-01-03
Jaylen Clark,MIN,MIA,W,5,1,2,0.5,0,0,,0,0,,0,0,0,0,0,0,0,0,2,1.0,2026-01-03
Jimmy Butler III,GSW,UTA,W,34,4,9,0.444,1,2,0.5,6,8,0.75,1,2,3,7,3,0,2,0,15,16.7,2026-01-03
Joel Embiid,PHI,NYK,W,33,9,15,0.6,0,1,0.0,8,12,0.667,2,8,10,5,0,0,3,4,26,20.2,2026-01-03
John Collins,LAC,BOS,L,29,9,10,0.9,3,3,1.0,1,1,1.0,1,1,2,0,0,0,0,3,22,18.4,2026-01-03
Jordan Clarkson,NYK,PHI,L,19,1,4,0.25,1,3,0.333,0,0,,0,1,1,0,0,0,1,0,3,-0.1,2026-01-03
Jordan Miller,LAC,BOS,L,6,0,1,0.0,0,0,,2,2,1.0,0,0,0,0,0,0,0,1,2,0.9,2026-01-03
Jordan Walsh,BOS,LAC,W,30,5,7,0.714,3,4,0.75,0,0,,6,7,13,2,0,1,1,1,13,17.1,2026-01-03
Josh Green,CHA,CHI,W,25,1,3,0.333,1,3,0.333,0,0,,1,2,3,3,1,0,0,1,3,5.3,2026-01-03
Josh Minott,BOS,LAC,W,3,0,1,0.0,0,1,0.0,0,0,,1,0,1,0,1,0,0,0,0,1.0,2026-01-03
Josh Okogie,HOU,DAL,L,6,1,3,0.333,0,2,0.0,0,0,,0,0,0,0,0,0,0,0,2,0.3,2026-01-03
Julian Champagnie,SAS,POR,L,33,8,14,0.571,4,9,0.444,0,0,,2,8,10,4,0,0,1,1,20,18.6,2026-01-03
Julian Phillips,CHI,CHA,L,15,1,3,0.333,1,3,0.333,0,0,,1,0,1,0,4,0,1,2,3,4.2,2026-01-03
Julius Randle,MIN,MIA,W,39,10,17,0.588,2,6,0.333,1,1,1.0,3,7,10,4,1,0,3,2,23,19.3,2026-01-03
Karl-Anthony Towns,NYK,PHI,L,34,6,16,0.375,0,5,0.0,11,12,0.917,4,10,14,2,2,0,2,2,23,20.2,2026-01-03
Kasparas Jakučionis,MIA,MIN,L,17,1,3,0.333,1,1,1.0,0,0,,1,3,4,3,0,0,1,2,3,3.2,2026-01-03
Kawhi Leonard,LAC,BOS,L,34,6,17,0.353,2,8,0.25,8,8,1.0,0,3,3,3,3,1,1,2,22,17.4,2026-01-03
Keaton Wallace,ATL,TOR,L,19,4,9,0.444,3,7,0.429,0,0,,0,3,3,1,1,0,0,1,11,8.5,2026-01-03
Kel'el Ware,MIA,MIN,L,29,4,7,0.571,1,3,0.333,2,2,1.0,3,5,8,1,0,1,1,4,11,10.1,2026-01-03
Keldon Johnson,SAS,POR,L,24,1,6,0.167,0,0,,3,4,0.75,1,7,8,1,2,0,1,0,5,5.3,2026-01-03
Kelly Olynyk,SAS,POR,L,14,2,9,0.222,0,5,0.0,1,1,1.0,1,2,3,2,1,0,0,2,5,2.4,2026-01-03
Kevin Durant,HOU,DAL,L,38,14,26,0.538,2,7,0.286,4,5,0.8,0,5,5,7,0,3,2,4,34,25.9,2026-01-03
Kevin Huerter,CHI,CHA,L,31,3,11,0.273,1,7,0.143,2,2,1.0,0,11,11,7,1,1,0,1,9,12.0,2026-01-03
Kevin Love,UTA,GSW,L,24,2,6,0.333,1,4,0.25,0,0,,1,9,10,5,0,0,1,1,5,7.1,2026-01-03
Kevin McCullar Jr.,NYK,PHI,L,5,1,3,0.333,1,2,0.5,0,0,,1,0,1,0,0,0,1,0,3,1.0,2026-01-03
Keyonte George,UTA,GSW,L,36,7,18,0.389,4,9,0.444,4,5,0.8,1,1,2,9,1,0,7,2,22,12.3,2026-01-03
Klay Thompson,DAL,HOU,W,22,3,8,0.375,2,4,0.5,1,1,1.0,0,3,3,1,0,0,1,0,9,5.2,2026-01-03
Kobe Brown,LAC,BOS,L,6,1,1,1.0,0,0,,2,2,1.0,1,0,1,1,0,0,0,1,4,4.7,2026-01-03
Kobe Sanders,LAC,BOS,L,15,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,0,0,4,2,0,-5.2,2026-01-03
Kon Knueppel,CHA,CHI,W,33,4,14,0.286,2,6,0.333,8,9,0.889,3,2,5,1,0,0,2,2,18,10.0,2026-01-03
Kris Dunn,LAC,BOS,L,30,4,10,0.4,2,6,0.333,0,0,,2,2,4,6,0,0,0,2,10,10.0,2026-01-03
Kris Murray,POR,SAS,W,27,2,5,0.4,2,4,0.5,0,0,,1,2,3,1,0,1,1,1,6,4.6,2026-01-03
Kyle Filipowski,UTA,GSW,L,19,3,3,1.0,0,0,,1,2,0.5,0,1,1,1,1,1,0,2,7,7.6,2026-01-03
LaMelo Ball,CHA,CHI,W,26,7,15,0.467,3,8,0.375,0,0,,0,6,6,7,2,0,1,1,17,16.6,2026-01-03
Lauri Markkanen,UTA,GSW,L,41,15,27,0.556,2,8,0.25,3,4,0.75,2,4,6,1,0,0,1,3,35,22.8,2026-01-03
Liam McNeeley,CHA,CHI,W,13,0,3,0.0,0,1,0.0,0,0,,0,3,3,1,0,0,0,0,0,-0.5,2026-01-03
Lindy Waters III,SAS,POR,L,6,0,2,0.0,0,1,0.0,0,0,,0,0,0,0,0,0,0,0,0,-1.4,2026-01-03
Luka Garza,BOS,LAC,W,20,3,5,0.6,1,2,0.5,4,4,1.0,3,3,6,3,1,1,0,4,11,13.9,2026-01-03
Luke Kornet,SAS,POR,L,31,10,12,0.833,0,0,,3,3,1.0,4,4,8,3,0,5,0,6,23,25.8,2026-01-03
Matas Buzelis,CHI,CHA,L,34,6,16,0.375,2,8,0.25,3,6,0.5,3,5,8,3,0,0,3,1,17,9.3,2026-01-03
Max Christie,DAL,HOU,W,35,10,13,0.769,4,6,0.667,0,0,,0,7,7,2,1,1,1,0,24,23.1,2026-01-03
Mikal Bridges,NYK,PHI,L,37,5,14,0.357,2,8,0.25,0,0,,2,3,5,6,2,1,1,1,12,12.0,2026-01-03
Mike Conley,MIN,MIA,W,15,1,2,0.5,1,2,0.5,2,2,1.0,0,1,1,3,1,0,1,3,5,5.2,2026-01-03
Miles Bridges,CHA,CHI,W,35,11,18,0.611,3,7,0.429,1,1,1.0,0,14,14,1,1,0,1,1,26,22.3,2026-01-03
Miles McBride,NYK,PHI,L,31,6,9,0.667,5,7,0.714,3,3,1.0,0,5,5,2,2,0,2,4,20,17.4,2026-01-03
Mitchell Robinson,NYK,PHI,L,19,1,2,0.5,0,0,,0,1,0.0,3,2,5,2,2,0,1,5,2,3.7,2026-01-03
Mo Bamba,TOR,ATL,W,2,0,2,0.0,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-0.4,2026-01-03
Mohamed Diawara,NYK,PHI,L,2,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,2026-01-03
Moses Moody,GSW,UTA,W,25,3,8,0.375,2,6,0.333,0,0,,0,2,2,2,1,0,1,1,8,5.2,2026-01-03
Mouhamed Gueye,ATL,TOR,L,20,0,2,0.0,0,0,,0,0,,2,2,4,1,2,0,0,0,0,3.3,2026-01-03
Myron Gardner,MIA,MIN,L,5,3,3,1.0,1,1,1.0,0,0,,1,0,1,2,0,0,0,0,7,8.2,2026-01-03
Naji Marshall,DAL,HOU,W,33,5,11,0.455,0,3,0.0,0,1,0.0,0,2,2,5,0,0,1,2,10,6.2,2026-01-03
Naz Reid,MIN,MIA,W,25,10,15,0.667,4,7,0.571,5,5,1.0,1,3,4,3,0,2,2,1,29,25.2,2026-01-03
Neemias Queta,BOS,LAC,W,23,4,8,0.5,0,1,0.0,0,0,,1,8,9,1,0,1,0,3,8,7.3,2026-01-03
Nickeil Alexander-Walker,ATL,TOR,L,36,10,19,0.526,6,11,0.545,5,5,1.0,0,4,4,3,2,0,6,1,31,20.6,2026-01-03
Nicolas Batum,LAC,BOS,L,16,2,4,0.5,2,4,0.5,0,0,,0,2,2,1,0,1,0,1,6,5.6,2026-01-03
Nikola Jović,MIA,MIN,L,28,4,7,0.571,1,3,0.333,5,5,1.0,1,2,3,4,1,0,3,2,14,12.0,2026-01-03
Nikola Vučević,CHI,CHA,L,34,11,15,0.733,3,4,0.75,3,4,0.75,0,7,7,8,0,1,2,2,28,27.1,2026-01-03
Norman Powell,MIA,MIN,L,25,6,13,0.462,2,6,0.333,7,8,0.875,0,1,1,1,1,0,2,0,21,13.9,2026-01-03
OG Anunoby,NYK,PHI,L,37,6,11,0.545,3,5,0.6,4,4,1.0,4,2,6,6,1,1,4,3,19,17.8,2026-01-03
Ochai Agbaji,TOR,ATL,W,4,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,1,0,0.6,2026-01-03
Onyeka Okongwu,ATL,TOR,L,30,2,9,0.222,0,3,0.0,0,0,,0,3,3,4,1,1,2,3,4,0.7,2026-01-03
P.J. Washington,DAL,HOU,W,12,0,1,0.0,0,1,0.0,0,0,,0,1,1,0,1,1,0,1,0,0.9,2026-01-03
PJ Hall,CHA,CHI,W,22,4,7,0.571,1,1,1.0,1,2,0.5,4,2,6,0,0,2,3,2,10,7.3,2026-01-03
Patrick Williams,CHI,CHA,L,15,0,7,0.0,0,5,0.0,0,0,,0,3,3,0,1,0,0,2,0,-3.8,2026-01-03
Paul George,PHI,NYK,W,35,5,11,0.455,3,5,0.6,2,3,0.667,2,6,8,6,0,2,1,5,15,14.7,2026-01-03
Payton Pritchard,BOS,LAC,W,40,5,10,0.5,2,3,0.667,0,0,,0,4,4,8,1,0,0,2,12,14.0,2026-01-03
Quentin Grimes,PHI,NYK,W,34,4,10,0.4,2,7,0.286,0,0,,1,5,6,5,3,2,1,2,10,12.9,2026-01-03
Quinten Post,GSW,UTA,W,23,6,9,0.667,3,6,0.5,0,0,,1,4,5,2,0,0,2,1,15,12.0,2026-01-03
RJ Barrett,TOR,ATL,W,30,11,19,0.579,4,8,0.5,3,4,0.75,1,3,4,1,1,0,3,2,29,19.2,2026-01-03
Rayan Rupert,POR,SAS,W,15,2,5,0.4,1,3,0.333,0,0,,0,2,2,1,1,0,0,2,5,3.8,2026-01-03
Reed Sheppard,HOU,DAL,L,22,3,10,0.3,2,6,0.333,0,0,,0,0,0,5,0,0,1,4,8,3.1,2026-01-03
Rudy Gobert,MIN,MIA,W,32,5,7,0.714,0,1,0.0,3,3,1.0,4,8,12,1,1,0,2,5,13,13.0,2026-01-03
Ryan Nembhard,DAL,HOU,W,13,2,3,0.667,1,2,0.5,0,0,,0,0,0,3,0,0,1,1,5,4.4,2026-01-03
Sam Hauser,BOS,LAC,W,21,3,9,0.333,2,8,0.25,0,0,,0,3,3,0,0,1,0,1,8,4.1,2026-01-03
Sandro Mamukelashvili,TOR,ATL,W,32,5,10,0.5,1,5,0.2,2,2,1.0,4,8,12,8,1,3,0,1,13,21.5,2026-01-03
Scottie Barnes,TOR,ATL,W,32,8,14,0.571,0,0,,4,5,0.8,0,7,7,4,3,2,2,1,20,19.9,2026-01-03
Shaedon Sharpe,POR,SAS,W,28,3,16,0.188,0,4,0.0,0,0,,0,3,3,3,1,0,4,1,6,-4.4,2026-01-03
Sidy Cissoko,POR,SAS,W,22,2,6,0.333,2,5,0.4,1,2,0.5,2,4,6,1,0,0,0,2,7,5.7,2026-01-03
Simone Fontecchio,MIA,MIN,L,16,3,8,0.375,3,8,0.375,0,1,0.0,1,2,3,1,2,0,1,2,9,6.4,2026-01-03
Sion James,CHA,CHI,W,30,1,5,0.2,1,4,0.25,0,0,,1,6,7,3,0,0,2,2,3,1.7,2026-01-03
Stephen Curry,GSW,UTA,W,34,8,18,0.444,6,12,0.5,9,9,1.0,0,2,2,5,1,0,2,2,31,23.9,2026-01-03
Stephon Castle,SAS,POR,L,37,5,11,0.455,0,1,0.0,6,7,0.857,1,4,5,9,1,0,2,4,16,15.5,2026-01-03
Svi Mykhailiuk,UTA,GSW,L,28,4,6,0.667,2,4,0.5,0,0,,2,1,3,2,0,0,0,2,10,9.7,2026-01-03
Tari Eason,HOU,DAL,L,34,7,17,0.412,3,6,0.5,2,2,1.0,2,8,10,2,2,0,2,1,19,14.7,2026-01-03
